Linux    OSW v2.1.1
zzz ***Tue Oct 18 01:00:48 UTC 2016
F S UID        PID  PPID  C PRI  NI ADDR SZ WCHAN  STIME TTY          TIME CMD
4 S oracle    6591     1  0  80   0 - 96821 futex_  2015 ?        1-14:13:50 /u01/app/11.2.0.4/grid/bin/oraagent.bin
0 S oracle    6604     1  0  80   0 - 41255 poll_s  2015 ?        00:12:49 /u01/app/11.2.0.4/grid/bin/mdnsd.bin
0 S oracle    6622     1  0  80   0 - 60767 hrtime  2015 ?        03:10:00 /u01/app/11.2.0.4/grid/bin/gpnpd.bin
0 S oracle    6636     1  0  80   0 - 79250 hrtime  2015 ?        1-04:22:28 /u01/app/11.2.0.4/grid/bin/gipcd.bin
4 S root      6638     1  0  80   0 - 110894 futex_ 2015 ?        1-11:12:39 /u01/app/11.2.0.4/grid/bin/orarootagent.bin
4 S root      6652     1  1 -40   - - 79399 hrtime  2015 ?        6-17:23:40 /u01/app/11.2.0.4/grid/bin/osysmond.bin
4 S root      6759     1  0 -40   - - 80317 futex_  2015 ?        06:15:40 /u01/app/11.2.0.4/grid/bin/cssdmonitor
4 S root      6779     1  0 -40   - - 80652 futex_  2015 ?        06:27:49 /u01/app/11.2.0.4/grid/bin/cssdagent
4 S oracle    6790     1  0 -40   - - 87298 futex_  2015 ?        1-09:47:03 /u01/app/11.2.0.4/grid/bin/ocssd.bin 
4 S root      6971     1  0 -40   - - 78087 poll_s  2015 ?        11:19:25 /u01/app/11.2.0.4/grid/bin/ologgerd -m acmsdbv2003 -r -d /u01/app/11.2.0.4/grid/crf/db/acmsdbv2024
4 S root      7011     1  0  80   0 - 77182 futex_  2015 ?        19:33:03 /u01/app/11.2.0.4/grid/bin/octssd.bin reboot
0 S oracle    7080     1  0  80   0 - 1110601 sk_wai Oct12 ?      00:00:11 oracleBLOGSA2 (LOCAL=NO)
4 S root      7167     1  0  80   0 - 170796 futex_ 2015 ?        3-02:36:45 /u01/app/11.2.0.4/grid/bin/crsd.bin reboot
0 S oracle    7168     1  0  80   0 - 67055 futex_  2015 ?        18:57:40 /u01/app/11.2.0.4/grid/bin/evmd.bin
0 S oracle    7658  7168  0  80   0 - 23179 poll_s  2015 ?        00:00:00 /u01/app/11.2.0.4/grid/bin/evmlogger.bin -o /u01/app/11.2.0.4/grid/evm/log/evmlogger.info -l /u01/app/11.2.0.4/grid/evm/log/evmlogger.log
4 S root      7701     1  0  80   0 - 104003 futex_ 2015 ?        1-07:28:05 /u01/app/11.2.0.4/grid/bin/orarootagent.bin
1 S root      7778     2  0  80   0 -     0 KsSlee  2015 ?        00:00:00 [oks_wkq]
1 S root      7779     2  0  80   0 -     0 KsSlee  2015 ?        00:00:00 [UsmGeneral]
1 S root      7780     2  0  80   0 -     0 KsSlee  2015 ?        00:00:00 [UsmGeneral]
1 S root      7781     2  0  80   0 -     0 KsSlee  2015 ?        00:08:23 [UsmMonitor]
1 S root      7782     2  0  80   0 -     0 KsSlee  2015 ?        00:00:00 [UsmGeneral]
1 S root      7783     2  0  80   0 -     0 KsSlee  2015 ?        00:00:00 [UsmGeneral]
0 S oracle    7792     1  0  80   0 - 1110601 sk_wai Oct11 ?      00:00:06 oracleBLOGSA2 (LOCAL=NO)
0 S oracle    7957     1  0  80   0 - 1110602 sk_wai Oct12 ?      00:00:05 oracleBLOGSA2 (LOCAL=NO)
1 S root      8000     2  0  80   0 -     0 KsSlee  2015 ?        00:00:00 [acfsioerrlog]
1 S root      8011     2  0  70 -10 -     0 KsSlee  2015 ?        00:00:00 [acfs_bast0]
1 S root      8013     2  0  70 -10 -     0 KsSlee  2015 ?        00:00:00 [acfs_bast1]
1 S root      8014     2  0  70 -10 -     0 KsSlee  2015 ?        00:00:00 [acfs_bast2]
1 S root      8015     2  0  70 -10 -     0 KsSlee  2015 ?        00:00:00 [acfs_bast3]
1 S root      8016     2  0  70 -10 -     0 KsSlee  2015 ?        00:00:00 [acfs_bast4]
1 S root      8017     2  0  70 -10 -     0 KsSlee  2015 ?        00:00:00 [acfs_bast5]
1 S root      8018     2  0  70 -10 -     0 KsSlee  2015 ?        00:00:00 [acfs_bast6]
1 S root      8019     2  0  70 -10 -     0 KsSlee  2015 ?        00:00:00 [acfs_bast7]
1 D root      8103     2  0  80   0 -     0 KsWait  2015 ?        00:00:40 [oks_plog]
4 S oracle    8121     1  0  80   0 - 107143 futex_ 2015 ?        1-15:05:35 /u01/app/11.2.0.4/grid/bin/oraagent.bin
1 S oracle    8136     1  0  80   0 - 15680 wait    2015 ?        00:00:00 /u01/app/11.2.0.4/grid/opmn/bin/ons -d
1 S oracle    8137  8136  0  80   0 - 35272 futex_  2015 ?        00:27:22 /u01/app/11.2.0.4/grid/opmn/bin/ons -d
4 S root      8248 22238  0  80   0 - 45078 epoll_ Oct02 ?        00:01:13 /usr/libexec/sssd/sssd_be -d 0 --debug-to-files --domain oracle.com
0 S oracle    8286     1  0  80   0 - 1110602 sk_wai Oct15 ?      00:00:02 oracleBLOGSA2 (LOCAL=NO)
0 S oracle    8397     1  0  80   0 - 21495 poll_s  2015 ?        00:57:09 /u01/app/11.2.0.4/grid/bin/tnslsnr LISTENER_BLOGSA_1521 -inherit
0 S oracle    8440     1  0  80   0 - 21490 poll_s  2015 ?        00:13:55 /u01/app/11.2.0.4/grid/bin/tnslsnr LISTENER_SCAN1 -inherit
0 S oracle    8721     1  0  80   0 - 334454 poll_s 2015 ?        01:19:57 asm_pmon_+ASM2
0 S oracle    8725     1  0  80   0 - 333826 semtim 2015 ?        01:05:25 asm_psp0_+ASM2
0 S oracle    8730     1  0  58   - - 333826 hrtime 2015 ?        3-05:39:56 asm_vktm_+ASM2
0 S oracle    8736     1  0  80   0 - 333826 semtim 2015 ?        00:11:58 asm_gen0_+ASM2
0 S oracle    8740     1  0  80   0 - 335368 poll_s 2015 ?        05:27:11 asm_diag_+ASM2
0 S oracle    8744     1  0  80   0 - 333826 poll_s 2015 ?        00:26:20 asm_ping_+ASM2
0 S oracle    8748     1  0  80   0 - 335880 poll_s 2015 ?        09:14:29 asm_dia0_+ASM2
0 S oracle    8752     1  0  80   0 - 335941 poll_s 2015 ?        14:24:54 asm_lmon_+ASM2
0 S oracle    8756     1  0  80   0 - 337838 poll_s 2015 ?        06:54:36 asm_lmd0_+ASM2
0 R oracle    8760     1  0  58   - - 337538 -      2015 ?        20:39:21 asm_lms0_+ASM2
0 S oracle    8766     1  0  80   0 - 333976 semtim 2015 ?        00:27:07 asm_lmhb_+ASM2
0 S oracle    8770     1  0  80   0 - 333826 semtim 2015 ?        00:11:59 asm_mman_+ASM2
0 S oracle    8774     1  0  80   0 - 334391 semtim 2015 ?        00:11:49 asm_dbw0_+ASM2
0 S oracle    8778     1  0  80   0 - 333826 semtim 2015 ?        00:12:18 asm_lgwr_+ASM2
0 S oracle    8782     1  0  80   0 - 333826 semtim 2015 ?        00:21:47 asm_ckpt_+ASM2
0 S oracle    8786     1  0  80   0 - 333826 semtim 2015 ?        00:10:43 asm_smon_+ASM2
0 S oracle    8790     1  0  80   0 - 333826 semtim 2015 ?        00:13:23 asm_rbal_+ASM2
0 S oracle    8794     1  0  80   0 - 334104 semtim 2015 ?        00:18:34 asm_gmon_+ASM2
0 S oracle    8798     1  0  80   0 - 333826 semtim 2015 ?        00:37:30 asm_mmon_+ASM2
0 S oracle    8802     1  0  80   0 - 333826 semtim 2015 ?        01:02:40 asm_mmnl_+ASM2
0 S oracle    8811     1  0  80   0 - 334104 poll_s 2015 ?        00:51:26 asm_lck0_+ASM2
0 S oracle    8928     1  0  80   0 - 1109539 poll_s 2015 ?       02:06:37 ora_pmon_BLOGSA2
0 S oracle    8932     1  0  80   0 - 1108781 semtim 2015 ?       01:12:53 ora_psp0_BLOGSA2
0 R oracle    8937     1  0  58   - - 1108781 -     2015 ?        3-06:14:55 ora_vktm_BLOGSA2
0 S oracle    8943     1  0  80   0 - 1108922 semtim 2015 ?       00:14:48 ora_gen0_BLOGSA2
0 S oracle    8947     1  0  80   0 - 1110351 poll_s 2015 ?       06:15:50 ora_diag_BLOGSA2
0 S oracle    8951     1  0  80   0 - 1108928 semtim 2015 ?       00:36:06 ora_dbrm_BLOGSA2
0 S oracle    8955     1  0  80   0 - 1108781 poll_s 2015 ?       00:38:12 ora_ping_BLOGSA2
0 S oracle    8959     1  0  80   0 - 1108781 semtim 2015 ?       00:11:40 ora_acms_BLOGSA2
0 S oracle    8964     1  0  80   0 - 1112106 poll_s 2015 ?       1-02:27:11 ora_dia0_BLOGSA2
0 S oracle    8968     1  0  80   0 - 1110908 poll_s 2015 ?       18:32:55 ora_lmon_BLOGSA2
0 S oracle    8972     1  0  80   0 - 1113336 poll_s 2015 ?       08:45:40 ora_lmd0_BLOGSA2
0 S oracle    8976     1  0  58   - - 1113245 poll_s 2015 ?       20:37:31 ora_lms0_BLOGSA2
0 S oracle    8982     1  0  58   - - 1113245 poll_s 2015 ?       20:31:42 ora_lms1_BLOGSA2
0 S oracle    8988     1  0  80   0 - 1108781 semtim 2015 ?       00:11:44 ora_rms0_BLOGSA2
0 S oracle    8992     1  0  80   0 - 1108922 semtim 2015 ?       00:28:04 ora_lmhb_BLOGSA2
0 S oracle    8996     1  0  80   0 - 1108781 semtim 2015 ?       00:18:30 ora_mman_BLOGSA2
0 S oracle    9000     1  0  80   0 - 1112153 semtim 2015 ?       00:38:51 ora_dbw0_BLOGSA2
0 S oracle    9004     1  0  80   0 - 1112666 semtim 2015 ?       03:54:42 ora_lgwr_BLOGSA2
0 S oracle    9008     1  0  80   0 - 1109050 semtim 2015 ?       06:22:30 ora_ckpt_BLOGSA2
0 S oracle    9012     1  0  80   0 - 1110476 semtim 2015 ?       00:51:23 ora_smon_BLOGSA2
0 S oracle    9016     1  0  80   0 - 1109178 semtim 2015 ?       00:04:31 ora_reco_BLOGSA2
0 S oracle    9020     1  0  80   0 - 1110448 semtim 2015 ?       04:08:33 ora_mmon_BLOGSA2
0 S oracle    9024     1  0  80   0 - 1109070 semtim 2015 ?       08:39:13 ora_mmnl_BLOGSA2
0 S oracle    9034     1  0  80   0 - 1109306 poll_s 2015 ?       03:04:28 ora_lck0_BLOGSA2
0 S oracle    9039     1  0  80   0 - 1110285 poll_s 2015 ?       00:27:39 ora_rsmn_BLOGSA2
0 S oracle    9087     1  0  80   0 - 1109194 semtim 2015 ?       00:22:37 ora_rvwr_BLOGSA2
0 S oracle    9097     1  0  80   0 - 1117494 semtim 2015 ?       00:07:26 ora_arc0_BLOGSA2
0 S oracle    9101     1  0  80   0 - 1117179 semtim 2015 ?       00:18:30 ora_arc1_BLOGSA2
0 S oracle    9105     1  0  80   0 - 1125715 semtim 2015 ?       00:07:27 ora_arc2_BLOGSA2
0 S oracle    9113     1  0  80   0 - 1125638 semtim 2015 ?       00:07:24 ora_arc4_BLOGSA2
0 S oracle    9117     1  0  80   0 - 1121629 semtim 2015 ?       00:22:09 ora_arc5_BLOGSA2
0 S oracle    9121     1  0  80   0 - 1125671 semtim 2015 ?       00:07:18 ora_arc6_BLOGSA2
0 S oracle    9125     1  0  80   0 - 1125670 semtim 2015 ?       00:07:25 ora_arc7_BLOGSA2
0 S oracle    9133     1  0  80   0 - 1129767 semtim 2015 ?       00:07:24 ora_arc9_BLOGSA2
0 S oracle    9137     1  0  80   0 - 1129783 semtim 2015 ?       00:07:23 ora_arca_BLOGSA2
0 S oracle    9141     1  0  80   0 - 1129767 semtim 2015 ?       00:07:27 ora_arcb_BLOGSA2
0 S oracle    9146     1  0  80   0 - 1129767 semtim 2015 ?       00:07:21 ora_arcc_BLOGSA2
0 S oracle    9150     1  0  80   0 - 1121586 semtim 2015 ?       00:07:19 ora_arcd_BLOGSA2
0 S oracle    9154     1  0  80   0 - 1129784 semtim 2015 ?       00:07:24 ora_arce_BLOGSA2
0 S oracle    9158     1  0  80   0 - 1129785 semtim 2015 ?       00:07:24 ora_arcf_BLOGSA2
0 S oracle    9163     1  0  80   0 - 1129784 semtim 2015 ?       00:07:19 ora_arcg_BLOGSA2
0 S oracle    9167     1  0  80   0 - 1129768 semtim 2015 ?       00:07:21 ora_arch_BLOGSA2
0 S oracle    9171     1  0  80   0 - 1129766 semtim 2015 ?       00:07:20 ora_arci_BLOGSA2
0 S oracle    9176     1  0  80   0 - 1121577 semtim 2015 ?       00:07:23 ora_arcj_BLOGSA2
0 S oracle    9181     1  0  80   0 - 1125648 semtim 2015 ?       00:07:19 ora_arck_BLOGSA2
0 S oracle    9186     1  0  80   0 - 1125638 semtim 2015 ?       00:07:20 ora_arcl_BLOGSA2
0 S oracle    9190     1  0  80   0 - 1116906 semtim 2015 ?       00:07:24 ora_arcm_BLOGSA2
0 S oracle    9195     1  0  80   0 - 1125638 semtim 2015 ?       00:07:23 ora_arcn_BLOGSA2
0 S oracle    9199     1  0  80   0 - 1116906 semtim 2015 ?       00:07:24 ora_arco_BLOGSA2
0 S oracle    9203     1  0  80   0 - 1125637 semtim 2015 ?       00:07:26 ora_arcp_BLOGSA2
0 S oracle    9207     1  0  80   0 - 1116906 semtim 2015 ?       00:07:24 ora_arcq_BLOGSA2
0 S oracle    9211     1  0  80   0 - 1125637 semtim 2015 ?       00:07:27 ora_arcr_BLOGSA2
0 S oracle    9215     1  0  80   0 - 1125648 semtim 2015 ?       00:07:21 ora_arcs_BLOGSA2
0 S oracle    9219     1  0  80   0 - 1125637 semtim 2015 ?       00:07:26 ora_arct_BLOGSA2
0 S oracle    9242     1  0  80   0 - 1108781 semtim 2015 ?       00:12:27 ora_gtx0_BLOGSA2
0 S oracle    9246     1  0  80   0 - 1108927 semtim 2015 ?       00:26:26 ora_rcbg_BLOGSA2
0 S oracle    9251     1  0  80   0 - 1108781 poll_s 2015 ?       00:17:23 ora_qmnc_BLOGSA2
0 S oracle    9259     1  0  80   0 - 1109445 poll_s 2015 ?       00:16:32 ora_q000_BLOGSA2
0 S oracle    9260     1  0  80   0 - 1110601 sk_wai Oct14 ?      00:00:05 oracleBLOGSA2 (LOCAL=NO)
0 S oracle    9271     1  0  80   0 - 1109580 pipe_w 2015 ?       00:00:00 oracleBLOGSA2 (DESCRIPTION=(LOCAL=YES)(ADDRESS=(PROTOCOL=beq)))
0 S oracle    9290     1  0  80   0 - 1110618 sk_wai Oct17 ?      00:00:01 oracleBLOGSA2 (LOCAL=NO)
0 S oracle    9310     1  0  80   0 - 1110479 semtim 2015 ?       03:36:02 ora_cjq0_BLOGSA2
0 S oracle    9535     1  0  80   0 - 1110602 sk_wai Oct10 ?      00:19:08 oracleBLOGSA2 (LOCAL=NO)
0 S oracle    9846     1  0  80   0 - 1110602 sk_wai Oct14 ?      00:00:12 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   10253     1  0  80   0 - 1110603 sk_wai Oct17 ?      00:00:05 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   10317     1  0  80   0 - 1110602 sk_wai Oct15 ?      00:00:49 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   10319     1  0  80   0 - 1110603 sk_wai Oct15 ?      00:00:08 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   11699     1  0  80   0 - 1110601 sk_wai Oct13 ?      00:00:09 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   11727     1  0  80   0 - 1110858 sk_wai Oct10 ?      00:21:27 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   11735     1  0  80   0 - 1110858 sk_wai Oct10 ?      00:23:31 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   11743     1  0  80   0 - 1111115 sk_wai Oct10 ?      00:05:28 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   11756     1  0  80   0 - 1110448 sk_wai Oct10 ?      00:00:00 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   11760     1  0  80   0 - 1110860 sk_wai Oct10 ?      00:33:41 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   12730     1  0  80   0 - 1110602 sk_wai Oct12 ?      00:00:11 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   12914     1  0  80   0 - 1110602 sk_wai Oct16 ?      00:00:05 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13147     1  0  80   0 - 1110874 sk_wai Oct16 ?      00:00:01 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13262     1  0  80   0 - 1111113 sk_wai Oct16 ?      00:00:02 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13394     1 13  80   0 - 1110703 sk_wai 01:34 ?      00:01:00 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13398     1  4  80   0 - 1110575 sk_wai 01:34 ?      00:00:18 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13402     1  9  80   0 - 1110447 sk_wai 01:34 ?      00:00:44 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13404     1  6  80   0 - 1110447 sk_wai 01:34 ?      00:00:27 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13427     1  0  80   0 - 1110858 sk_wai Oct11 ?      00:00:18 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13431     1  7  80   0 - 1110448 sk_wai 01:34 ?      00:00:32 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13489     1 14  80   0 - 1110576 sk_wai 01:34 ?      00:01:03 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13491     1 13  80   0 - 1110450 sk_wai 01:34 ?      00:00:59 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13493     1 14  80   0 - 1110704 sk_wai 01:34 ?      00:01:03 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13496     1 12  80   0 - 1110447 sk_wai 01:34 ?      00:00:53 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13502     1 11  80   0 - 1110448 sk_wai 01:34 ?      00:00:48 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13701     1  0  80   0 - 1110603 sk_wai Oct10 ?      00:03:40 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13710     1  0  80   0 - 1110706 sk_wai Oct10 ?      00:00:54 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13730     1  0  80   0 - 1110601 sk_wai Oct10 ?      00:00:29 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13734     1  0  80   0 - 1110602 sk_wai Oct10 ?      00:01:15 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13739     1  0  80   0 - 1110859 sk_wai Oct10 ?      00:02:37 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13743     1  0  80   0 - 1110859 sk_wai Oct10 ?      00:06:08 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13800     1  0  80   0 - 1110705 sk_wai 01:35 ?      00:00:03 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13830     1  1  80   0 - 1110446 sk_wai 01:35 ?      00:00:04 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13853     1  0  80   0 - 1110603 sk_wai Oct16 ?      00:00:07 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13856     1  1  80   0 - 1110447 sk_wai 01:35 ?      00:00:06 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13858     1  0  80   0 - 1110446 sk_wai 01:35 ?      00:00:01 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   13936     1  0  80   0 - 1110602 sk_wai Oct14 ?      00:00:07 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   14330     1  0  80   0 - 1110603 sk_wai Oct11 ?      00:00:12 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   14842     1  0  80   0 - 1110601 sk_wai Oct12 ?      00:00:03 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   15015     1  0  80   0 - 1110602 sk_wai Oct15 ?      00:00:04 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   15552     1  0  80   0 - 1110602 sk_wai Oct12 ?      00:02:56 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   15608     1  0  80   0 - 1108781 semtim 2015 ?       00:24:11 ora_smco_BLOGSA2
0 S oracle   16151     1  1  80   0 - 1110602 sk_wai Oct17 ?      00:01:08 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   16165     1  0  80   0 - 1110600 sk_wai Oct17 ?      00:00:10 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   16177     1  0  80   0 - 1109758 semtim 01:39 ?      00:00:00 ora_w000_BLOGSA2
0 S oracle   16503     1  0  80   0 - 1111114 sk_wai Oct15 ?      00:00:05 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   16574     1  0  80   0 - 1110859 sk_wai Oct16 ?      00:00:05 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   16607     1  0  80   0 - 1110603 sk_wai Oct17 ?      00:00:06 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   17048     1  0  80   0 - 1110602 sk_wai Oct12 ?      00:00:09 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   17228     1  0  80   0 -  8877 hrtime Jan20 ?        00:26:27 /u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/perl/bin/perl /u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/bin/emwd.pl agent /u01/app/oracle/product/emagent/agent12c/agent_inst/sysman/log/emagent.nohup
0 S oracle   17266     1  0  80   0 - 1110601 sk_wai Oct17 ?      00:00:01 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   17305 17228  0  80   0 - 184896 futex_ Jan20 ?       20:42:22 /u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/jdk/bin/java -Xmx128m -server -Djava.security.egd=file:///dev/./urandom -Dsun.lang.ClassLoader.allowArraySyntax=true -XX:+UseLinuxPosixThreadCPUClocks -XX:+UseConcMarkSweepGC -XX:+CMSClassUnloadingEnabled -XX:+UseCompressedOops -Dwatchdog.pid=17228 -cp /u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/jdbc/lib/ojdbc5.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/ucp/lib/ucp.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/modules/oracle.http_client_11.1.1.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/lib/xmlparserv2.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/lib/jsch.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/lib/optic.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/modules/oracle.dms_11.1.1/dms.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/modules/oracle.odl_11.1.1/ojdl.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/modules/oracle.odl_11.1.1/ojdl2.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/sysman/jlib/log4j-core.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/jlib/gcagent_core.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/sysman/jlib/emagentSDK-intg.jar:/u01/app/oracle/product/emagent/agent12c/core/12.1.0.4.0/sysman/jlib/emagentSDK.jar oracle.sysman.gcagent.tmmain.TMMain
0 S oracle   17936     1  0  80   0 - 1110602 sk_wai Oct12 ?      00:00:58 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   17951     1  0  80   0 - 1109080 sk_wai Jan20 ?      00:14:27 oracleBLOGSA2 (LOCAL=NO)
0 S oracle   17957     1  0  80   0 - 1109080 sk_wai Jan20 ?      00:08:36 oracleBLOGSA2 (LOCAL=NO)
0 S root     18133  3258  0  80   0 -   950 hrtime 01:41 ?        00:00:00 /bin/sleep 30
0 S root     18185 19142  0  80   0 - 16235 wait   01:41 ?        00:00:00 /usr/bin/ksh ./oswsub.sh /var/log/ops/os-watcher/archive/oswvmstat/acmsdbv2024_vmstat_16.10.18.0100.dat vmstat 1 3
0 S root     18186 19142  0  80   0 - 16235 wait   01:41 ?        00:00:00 /usr/bin/ksh ./oswsub.sh /var/log/ops/os-watcher/archive/oswmpstat/acmsdbv2024_mpstat_16.10.18.0100.dat mpstat 1 3
0 S root     18188 19142  0  80   0 - 16235 wait   01:41 ?        00:00:00 /usr/bin/ksh ./oswlnxio.sh /var/log/ops/os-watcher/archive/oswiostat/acmsdbv2024_iostat_16.10.18.0100.dat
0 S root     18189 19142  0  80   0 - 16235 wait   01:41 ?        00:00:00 /usr/bin/ksh ./oswlnxtop.sh /var/log/ops/os-watcher/archive/oswtop/acmsdbv2024_top_16.10.18.0100.dat
0 S root     18190 19142  0  80   0 - 16235 wait   01:41 ?        00:00:00 /usr/bin/ksh ./oswsub.sh /var/log/ops/os-watcher/archive/oswps/acmsdbv2024_ps_16.10.18.0100.dat ps -elf
0 S root     18199 18186  0  80   0 - 14737 pause  01:41 ?        00:00:00 mpstat 1 3
0 S root     18201 18185  0  80   0 -  1465 hrtime 01:41 ?        00:00:00 vmstat 1 3
4 S root     18202 18189  0  80   0 -  4794 poll_s 01:41 ?        00:00:00 top -b -c -n 2
4 R root     18205 18190  0  80   0 - 17455 -      01:41 ?        00:00:00 ps -elf
0 S root     18207 18188  0  80   0 - 14737 pause  01:41 ?        00:00:00 iostat -x 3 3
0 S root     18209 18188  0  80   0 - 15981 unix_s 01:41 ?        00:00:00 awk BEGIN{skip=0; pr=0}?/^avg-cpu: /{if (skip==1) { pr=1} else {skip=1}}?pr == 1 {print}
0 S root     19142     1  0  80   0 - 16267 pause  May30 ?        00:18:38 /usr/bin/ksh ./OSWatcher.sh 60 168 gzip
